uuid,article_url,article
1741709244-852,https://www.detailingwiki.org/tag/underbody-cleaning/,"Underbody cleaning is the act of cleaning the underside of the car to remove any dirt and restore the looks as when the car was new. This is a tedious and labor intensive job, but good cleaning products and tools can help to make it easier."
1741709096-774,https://www.detailingwiki.org/tag/valet/,Manufacturers of Detailing related products
1741710945-1486,https://www.detailingwiki.org/tag/supernatural-machine-stick/,Anything relating to protecting the paint
1741707760-50,https://www.detailingwiki.org/tag/wrap/,"Applying a wrap to a surface is not extremely difficult, but it needs practice and experience to do it properly. You need to able to see and feel what you have to do. Although the guide below does NOT contain everything you need to know, it can serve as a starting point. If you get better at it, you will slowly learn how to do a better job."
1741710968-1497,https://www.detailingwiki.org/tag/summit-else/,Manufacturers of Detailing related products
1741708400-386,https://www.detailingwiki.org/tag/werkzeuge/,"Flex Tools is a German manufacturer of industrial tools. Along many other tools, they fabricate a few different polishing machines. The company name is often shortened to “Flex”, and the tools used in the world of detailing are often referred to with “Flex”."
1741709291-871,https://www.detailingwiki.org/tag/uk/,"Definitive Wax is a manufacturer of car care supplies from Norfolk, UK. The brand is known for their various wax creation. Definitive Wax is known for aiming at the more exclusive and bespoke side of detailing products."
1741710904-1448,https://www.detailingwiki.org/tag/surface-cleaning/,"Carlack is a Swiss manufacturer of car care products that has been making products since 1958. The brand is divided into 4 sections: Carlack, Aerolack, Yachtlack and Polylack, to cater for the need of several different type of surfaces and types of contaminants."
1741710868-1414,https://www.detailingwiki.org/tag/surface-protection/,Manufacturers of Detailing related products
1741709369-901,https://www.detailingwiki.org/tag/tutorials/,Miscellaneous detailing related content
1741708197-297,https://www.detailingwiki.org/tag/wheel/,Cleaning the wheels on a car or bike can make a big difference. The wheels come into contact with various types of grime and dirt that might prove to be very difficult to remove. A simple guide will give insight into cleaning the wheels with less risk of damage or swirls.
1741708506-449,https://www.detailingwiki.org/tag/wax-over-coating/,"Layering is the act of applying several layers of either the same product or different products. A popular example of layering is applying 2 coats of wax, or applying a sealant on top of a wax. Layering can be done with many different products."
1741708668-565,https://www.detailingwiki.org/tag/washing-towels/,"Microfiber Towels, mitts, sponges, and applicators are a crucial tool in a detailers arsenal for washing and drying a vehicle, removing smears from glass, dusting dashboards, cleaning trim, buffing sealants, waxes, or coatings, removing polishing residue, applying quick-detailing sprays, soaking excess detergent from cleaner-saturated textiles, and many more applications besides."
1741708067-208,https://www.detailingwiki.org/tag/wind-chill/,Miscellaneous detailing related content
1741710853-1407,https://www.detailingwiki.org/tag/surface-tension/,An emulsion is a mixture of water and oil. These 2 substances don’t mix without a third substance to bind them together. To create an emulsion you need an emulsifier. Soap is a good example of an emulsifier.
1741708339-369,https://www.detailingwiki.org/tag/wet-look/,Manufacturers of Detailing related products
1741710868-1416,https://www.detailingwiki.org/tag/surface-protection/,"Always Dry is an American supplier of nano-technology based products, based in Philipsburg, USA. The company has a strong focus on sealants and coatings that utilize the ceramic nano-technology features that have proven very popular over the last years."
1741708273-349,https://www.detailingwiki.org/tag/wetlook/,"Spit shining is an old technique used by shoe-polishers to get amazing results. This technique can also be used with applying wax on cars. The technique needs some practice to master properly, but can give amazing results."
1741708673-566,https://www.detailingwiki.org/tag/washing-tire/,Articles related to decontamination
1741708652-556,https://www.detailingwiki.org/tag/washingmachine/,Posts about general maintenance of a detailed object.
1741708075-211,https://www.detailingwiki.org/tag/wind-chill-factor/,"When glass has a temperature that is lower then, or equal to 0 degrees Celsius, any water coming in contact with it, will freeze and turn into ice. This is often seen in cold climates or seasons and might require the ice to be removed."
1741711049-1535,https://www.detailingwiki.org/tag/stroke/,"Keeping your pad clean is very important, because the paint residue on/in your pad can cause scouring onto the paint surface. If the pad has become clogged, we can’t get a perfect finish."
1741707862-110,https://www.detailingwiki.org/tag/wood/,Guides to detailing
1741708532-458,https://www.detailingwiki.org/tag/wax/,Manufacturers of Detailing related products
1741709161-807,https://www.detailingwiki.org/tag/usa/,"Optimum Polymer Technologies Inc is an American manufacturer of detailing products. The company is located in Memphis, USA and is probably most known for their Opticoat and Opti-seal."
1741709338-890,https://www.detailingwiki.org/tag/tyre/,"Tyre blooming is the discoloration of the rubber in a tyre. This usually shows as brown rubber that is hard to clean off. In general, it won’t get washed off and it might stain towels or applicators. Blooming doesn’t cause immediate damage, but over time it could shorten the lifespan of the tyres by a small amount."
1741709369-902,https://www.detailingwiki.org/tag/tutorials/,Junkman2000 is the channel of enthusiast detailer: A.J. Johnson. The Youtube channel with 164 videos has a steady stream of followers ever since it beginning in 2006 with 34.992 subscribers. Junkman2000 has a rough viewing audience of 4.648.607 views.
1741710878-1433,https://www.detailingwiki.org/tag/surface-imperfection/,"The rotary is often considered to be the adversary of the Dual Action polisher. It is a polishing machine that uses only 1 type of motion to create a polishing effect. It is very good at cutting, works quicker then a DA, but also requires much more experience and knowledge to use properly. Many consider the rotary a medior or senior level of experience machine."
1741709363-900,https://www.detailingwiki.org/tag/twitter/,"Marketing is basic need when you have your own company. It helps to get your name out there, but also to attract new customers. Smart use of digital marketing can result in many new customers, which are all word-to-mouth candidates."
1741710807-1377,https://www.detailingwiki.org/tag/swirl/,Articles related to correction
1741709547-952,https://www.detailingwiki.org/tag/truck-bed/,Miscellaneous detailing related content
1741708974-711,https://www.detailingwiki.org/tag/vegetable-oil/,Miscellaneous detailing related content
1741709143-799,https://www.detailingwiki.org/tag/uv/,"Paintwork can, in some cases, become oxidized. Making it turn matte and slightly fade color. If untreated, it can eventually cause the lacquer and/or paintwork to completely fail. It is most common on red cars, but it can happen with every color."
1741707780-60,https://www.detailingwiki.org/tag/wowo/,Manufacturers of Detailing related products
1741707705-21,https://www.detailingwiki.org/tag/yachtlack/,"Carlack is a Swiss manufacturer of car care products that has been making products since 1958. The brand is divided into 4 sections: Carlack, Aerolack, Yachtlack and Polylack, to cater for the need of several different type of surfaces and types of contaminants."
1741709991-1111,https://www.detailingwiki.org/tag/tj-filters/,"Tetrosyl is the main company behind brands such as T-cut, Bluecol, Double-T and several others. The company is located in Lancashire, England and offers their products through an extensive network of international distributors and resellers."
1741708395-384,https://www.detailingwiki.org/tag/west-viginia/,"Liqui Tech is a Canadian company that was founded in 1992 and has been developing car care products. The most common name used for their products is Finish First. The company has a wide range of products offering solutions for vehicles, motors, RV and marine cleaning needs."
1741710508-1211,https://www.detailingwiki.org/tag/testspot/,Articles related to correction
1741708553-480,https://www.detailingwiki.org/tag/waterless-wash/,"A rinseless wash is a washing technique that allows you to wash your car in a way that does not require rinsing afterwards. It is not waterless, but rinseless. This way of washing can save on time and/or product and prevents too much chemicals from going down the drain."
1741708433-412,https://www.detailingwiki.org/tag/webshop/,"Shining Monkey is a Canadian manufacturer of detailing products. The company only offers products they consider to be the best in their category, or they just won’t sell it. No bullshit, just great products."
1741709291-870,https://www.detailingwiki.org/tag/uk/,OCD Finish is an English manufacturer and seller of detailing products. The brand was setup by the annoynce of having to buy many different products from different sources. It started out with 2 owners and is run by Neil Trew at the moment.
1741708417-396,https://www.detailingwiki.org/tag/weekly-wash/,"A rinseless wash is a washing technique that allows you to wash your car in a way that does not require rinsing afterwards. It is not waterless, but rinseless. This way of washing can save on time and/or product and prevents too much chemicals from going down the drain."
1741708197-292,https://www.detailingwiki.org/tag/wheel/,Miscellaneous detailing related content
1741710047-1124,https://www.detailingwiki.org/tag/tire-cleaner/,"Aluminium brighteners are essentially forms of hydrofluoric acid, which also sold under the type “tire cleaner”. A very similar product is used for etching glass and rust removers. The pure product is extremely toxic and dangerous. Aluminium brightener is another name for “wheel cleaner” or “metal cleaner”."
1741711009-1515,https://www.detailingwiki.org/tag/suede/,"Westhill Trading Ltd is an English manufacturer of products used in detailing and valeting. Among others, Westhill Trading is the company behind Colourlock, known for cleaning, restoring and coloring leather surfaces. The company used to be called Westhill Properties Ltd up until Februari 2015."
1741709197-829,https://www.detailingwiki.org/tag/united-kingdom/,"A-Chem is an United Kingdom based manufacturer of cleaning chemicals for different purposes. Among industrials, woodcare and car care products they offer private labelling, manufacturing and distrubting. The company makes and sells their own brand of detailing products under the name “A-Chem”."
1741710853-1405,https://www.detailingwiki.org/tag/surface-tension/,Miscellaneous detailing related content
1741708576-499,https://www.detailingwiki.org/tag/water-spritzing/,According to Kevin Brown there are different kind of ways to prime your pad. For defect removal we use a different approach in priming the pad than for final polishing.
1741708623-527,https://www.detailingwiki.org/tag/water-behavior/,"Beading is the visual effect that a difference in surface energy and surface tension gives. Beading gives an indication of how a liquid behaves on a certain surface. Many manufacturers put a lot of time and effort into trying to get the best beads. Many people believe that good beading must mean good sheeting, but this is not the case. Beading is one of the most popular side-effects that a good form of protection gives."
1741710146-1150,https://www.detailingwiki.org/tag/throw/,"A Dual Action polisher is a polishing machine that uses a circular motion combined with a spinning motion to create a rational double action. This motion is useful when polishing a surface by machine. The Dual Action polisher is famed for being easy to work with, making it ideal for beginners."
1741708870-658,https://www.detailingwiki.org/tag/volkswagen/,Manufacturers of Detailing related products
1741707990-161,https://www.detailingwiki.org/tag/wiper-jump/,Articles related to decontamination
1741707986-159,https://www.detailingwiki.org/tag/wiper-marks/,Miscellaneous detailing related content
1741710807-1378,https://www.detailingwiki.org/tag/swirl/,"Polishing a certain surface, using a certain technique will not always yield the same results. This is one of the difficult parts about detailing. There are many different variables that play a part in the result you want to achieve. Getting these all lined up will give great results in short time with ease."
1741711113-1563,https://www.detailingwiki.org/tag/string/,"Removing badges is a cosmetic thing. Many people like a clean and empty look, meaning the badges need to go. It takes a little practive to get them off easily and without doing any damage. The goal is to remove them without being able to notice that there where ever any badges applied."
1741709971-1107,https://www.detailingwiki.org/tag/tom-allen/,MADCOW is an UK based manufacturer of detailing products. The brand was founded in 2013 and has been spreading its products over various countries in Europe. It recently found a distributor in America as well.
1741709129-791,https://www.detailingwiki.org/tag/uv-radiation/,"Paintwork can, in some cases, become oxidized. Making it turn matte and slightly fade color. If untreated, it can eventually cause the lacquer and/or paintwork to completely fail. It is most common on red cars, but it can happen with every color."
1741708847-650,https://www.detailingwiki.org/tag/vs2/,"Washworld Inc. is an American manufacturer of car wash systems. The company makes several different types of automatic car wash systems, including the needed support and training for these machines."
1741709031-736,https://www.detailingwiki.org/tag/valma/,Valma is brand that originates from around the 1930’s and is still available in several shops. The can be recognized by their logo that hasn’t changed much in the last 80+ years.
1741709091-772,https://www.detailingwiki.org/tag/valeter/,"How do you achieve the results from the videos about detailing? What is being shown in the video, and why? How can you learn from a video showing a detailer in action?"
1741710719-1321,https://www.detailingwiki.org/tag/t-f-r/,Wash related content
1741709168-816,https://www.detailingwiki.org/tag/upper-layer/,Articles related to correction
1741708663-563,https://www.detailingwiki.org/tag/washing-tyres/,"Paintwork gets cleaned very frequently, but tyres not so much. Everybody who knows the word “detailer” or “valeter” probably knows how to safely remove contaminants from the surface of a vehicle. Even when glass is dirty, you’ll quickly see the streaks and your fingers will be itching to reach for the glass cleaner. Most parts of a vehicles gets cleaned frequently, and we have all kinds of products that help us keep our cars/bikes looking sparkly clean."
1741710264-1166,https://www.detailingwiki.org/tag/thin-layer-of-paint/,Edging is the practice of polishing around the edges before polishing the rest of the panel. This means that you take the time to polish these relative sensitive areas first before working on the complete panel.This minimizes the risk of a strike through or burn through on the edge of the paintwork.
1741711039-1528,https://www.detailingwiki.org/tag/strong-protection/,"Paint protection film is a more extreme form of protecting the paintwork of your vehicle. Unlike chemical protectants, a PPF can protect against stone chips, small objects and even some very chemical liquids."
1741708953-701,https://www.detailingwiki.org/tag/velour/,"The carpet in a vheicle can be made from different materials. Knowing what materials are used can help to determine the best way to clean these without damaging the fibers. In general, most carpets are designed to withstand use and abuse while still offering a little bit of cosmetic value."
1741710923-1465,https://www.detailingwiki.org/tag/sure-scrub-2/,"S.M. Arnold Inc. is an American manufacturer of detailing products that is the backbone of extra brands such as Water Sprite, Speedy surface prep, Speedy Stik and Speedy Super Foamer. The company originates from 1928 and has a wide variety of detailing products."
1741710931-1473,https://www.detailingwiki.org/tag/surbuf/,According to Kevin Brown there are different kind of ways to prime your pad. For defect removal we use a different approach in priming the pad than for final polishing.
1741708330-366,https://www.detailingwiki.org/tag/wet-road-spray/,"Road spray is a dirty mist of contaminants in the air, thrown up by a vehicle driving over the road. Road spray is partly the cause for traffic film and can cause dirt and grime, even when the weather has been dry and there is no obvious origin for dirt on a vehicle."
1741709300-879,https://www.detailingwiki.org/tag/tyres/,"Tire dressing is made to restore faded black rubber. After a car has been detailed, you want the car to look spotless in every way. You cleaned the arches, the wheels, washed the car and even gave it a new coat of wax. In that case, you also want the tires to look deep, dark black. A tire dressing is an (mostly) oily product that helps to bring back the deep dark color or rubber."
1741708213-304,https://www.detailingwiki.org/tag/wgk/,"Productlabels should (if applicable) show warning signs based on their MSDS data (Also referred to as PSDS, SDS or WHMIS). These logo’s all have different meanings and give you a good visual warning on the dangerous properties."
1741709445-923,https://www.detailingwiki.org/tag/turbo-grip/,Manufacturers of Detailing related products
1741708867-657,https://www.detailingwiki.org/tag/vonixx/,Vonixx is a Brazil based manufacturer of several carnauba based detailing products. The company has been active since 2005 and was formerly known as Quimiflex. Vonixx is one of the only car care manufacturers in Brazil.
1741711104-1561,https://www.detailingwiki.org/tag/strip-before-coating/,"Stripping is the act of removing a certain product/residue/film from a surface, often with the purpose of re-applying a new product. Stripping can be done chemically or mechanically and is a common step when re-applying a new form of protection."
1741710543-1227,https://www.detailingwiki.org/tag/terms/,"Within the world of detailing, there are quite a lot of abbreviations. These are often used on the internet to shorten a piece of text. A few of these are actually so common that people even use them in speech. One of these is QD. This abbreviations is used on the internet and many people actually call it a QD when they are talking about the product. Not all of them are very popular. Some are so popular that even manufacturers started using them. DA is one of these abbreviations. This stands for Dual Action, which got shortened to DA. And several manufacturers actually use the term DA these days. Because not everybody knows what these abbreviations mean, we created the tooltip. When you hover with the mouse over one of these abbreviations you get to see a tooltip with the explanation."
1741710573-1245,https://www.detailingwiki.org/tag/technology/,"Optimum Polymer Technologies Inc is an American manufacturer of detailing products. The company is located in Memphis, USA and is probably most known for their Opticoat and Opti-seal."
1741709928-1099,https://www.detailingwiki.org/tag/tony/,"Crankalicious is a brand of detailing products specifically aimed at the world of bicycles. The products they offer are designed with the materials and maintenance for a bike. The is located in Essex, United Kingdom and is a part of Dodo Juice."
1741709744-1026,https://www.detailingwiki.org/tag/towels/,"Klin Korea (also written as “Kl!n Korea”) is a South Korean manufacturer of towels, cleaning supplies and various microfiber products. The brand has been active through resellers and distributors over the world and is mostly known for their large drying towels."
1741709754-1035,https://www.detailingwiki.org/tag/towel/,Manufacturers of Detailing related products
1741710915-1454,https://www.detailingwiki.org/tag/surface/,"Gumming can occur when polishing with not enough lubrication, to much heat and a clogged pad. It will show up as sticky residue marks on the paintwork. It is a general indication of an incorrect polishing technique. Ignoring this issue will negatively affect your polishing result."
1741708576-497,https://www.detailingwiki.org/tag/water-spritzing/,"A random orbital and its different settings can affect your performance in a great way. A couple of big issues that influence the polishing performance are the speed, stroke size and pressure. But first some general information about the machine."
1741709086-769,https://www.detailingwiki.org/tag/valeter-magazine/,"Professional Valeters and Detailers is a trade association in the United Kingdom, that offers a large directory of accredited detailers in their network. By vetting each detailer/valeter in their network they are able to offer a very wide range of skilled and proven detailers in almost all areas."
1741711030-1522,https://www.detailingwiki.org/tag/stuttgart/,Manufacturers of Detailing related products
1741710940-1483,https://www.detailingwiki.org/tag/supplier/,TACSYSTEM is a Korean manufacturer of specialized nano-technology products. The company has made a name by being the main supplier for several other big detailing manufacturers.
1741708055-202,https://www.detailingwiki.org/tag/window/,"Polishing the rear softtop window of a convertible is not overly difficult, but might require a bit of trial to get the technique right. There are a few ways to handle this."
1741708737-588,https://www.detailingwiki.org/tag/washing/,"A touchless wash is type of cleaning method that cleans via chemical cleaning, and doesn’t require any mechanical action. This method is popular for those we are afraid that contact with the surface might cause abrasive marks. Whether touchless washing gives the same results is still a popular topic for debate."
1741708197-295,https://www.detailingwiki.org/tag/wheel/,"Alloy wheels are specific wheels have been made out of aluminium or magnesium, with certain other elements added. They can come in various shapes and sizes and even the finish can differ greatly between models or brands."
1741708782-628,https://www.detailingwiki.org/tag/warner-chemical-manufacturing/,"Warner Chemical Manufacturing is the company behind a few internationally available brands of detailing products. The company operates from California, America."
1741708737-589,https://www.detailingwiki.org/tag/washing/,"CARTEC bv is one of only a few Dutch detailing products manufacturers and is based in Benthuizen, The Netherlands. The company mainly operates within The Netherlands and Belgium, but the brand has been seen outside of these countries winthin Europe. The products are offered both in large packaging and smaller, consumer based, bottles."
1741708996-720,https://www.detailingwiki.org/tag/variable-rotation/,"The rotary is often considered to be the adversary of the Dual Action polisher. It is a polishing machine that uses only 1 type of motion to create a polishing effect. It is very good at cutting, works quicker then a DA, but also requires much more experience and knowledge to use properly. Many consider the rotary a medior or senior level of experience machine."
1741709413-915,https://www.detailingwiki.org/tag/turkey/,Manufacturers of Detailing related products
1741709064-751,https://www.detailingwiki.org/tag/valeting-magazine/,Manufacturers of Detailing related products
1741707961-152,https://www.detailingwiki.org/tag/wiping/,Marring is a superficial surface imperfection most commonly seen after claying. It is slightly similar to a combination between swirls and holograms.
1741708700-576,https://www.detailingwiki.org/tag/washing-machine/,"Microfiber Towels, mitts, sponges, and applicators are a crucial tool in a detailers arsenal for washing and drying a vehicle, removing smears from glass, dusting dashboards, cleaning trim, buffing sealants, waxes, or coatings, removing polishing residue, applying quick-detailing sprays, soaking excess detergent from cleaner-saturated textiles, and many more applications besides."
1741708417-394,https://www.detailingwiki.org/tag/weekly-wash/,Hose slides are small tools that prevent any hose from getting stuck behind the wheel of a vehicle. Hose slides are offered by many different brands and manufacturer but are all basically the same.
1741708876-661,https://www.detailingwiki.org/tag/voc/,3D is an American based manufacturer of detailing products. Apart from also distributing other brands they offer a private label service.
1741709291-873,https://www.detailingwiki.org/tag/uk/,"BD Clean is a brand of detailing products based in Birmingham, United Kingdom. The logo used by the brand resembles a smiley and is used in the labels for each product. The brand has made a reputation that they are very approachable and friendly."
1741708490-438,https://www.detailingwiki.org/tag/wax-residue/,Wash related content
1741710694-1310,https://www.detailingwiki.org/tag/table/,Miscellaneous detailing related content
1741709011-726,https://www.detailingwiki.org/tag/vancouver/,Manufacturers of Detailing related products
1741708317-362,https://www.detailingwiki.org/tag/wet-sanding/,"Wetsanding isn’t very difficult in the steps you need to take. It’s the technique that makes the different. When mastered, wetsanding can give very good results, but it is also very risk and should be done with great care."
1741707827-80,https://www.detailingwiki.org/tag/worklight/,Manufacturers of Detailing related products
1741711097-1559,https://www.detailingwiki.org/tag/strip-before-sealant/,"Stripping is the act of removing a certain product/residue/film from a surface, often with the purpose of re-applying a new product. Stripping can be done chemically or mechanically and is a common step when re-applying a new form of protection."
1741710958-1493,https://www.detailingwiki.org/tag/sunnypads/,Manufacturers of Detailing related products
1741710598-1264,https://www.detailingwiki.org/tag/tar-and-glue-remover/,"Everybody who has washed a car, has seen the remains of insects on the front of the car. These spots are difficult to remove and create a risk of making surface imperfections. Removing them safely is key to prevent long term damage to the surface."
1741709255-856,https://www.detailingwiki.org/tag/under-carriage/,Miscellaneous detailing related content
1741708700-575,https://www.detailingwiki.org/tag/washing-machine/,Posts about general maintenance of a detailed object.
1741709494-938,https://www.detailingwiki.org/tag/tuf/,Manufacturers of Detailing related products
1741709291-875,https://www.detailingwiki.org/tag/uk/,"Waxstock is the largest car care event in Europe, which is currently held in the Ricoh Arena in Coventry, England. The event started in 2011 and has been growing every year. The name is a reference to the legendary “Woodstock” but altered to fit the car care industry."
1741709547-953,https://www.detailingwiki.org/tag/truck-bed/,A tonneau is an area in a vehicle that protects any passengers and is often covered by a soft or hard cover. The tonneau can be compared with a truck bed and has many different names. Modern cars don’t really have the structure to correctly use this term.
1741707733-31,https://www.detailingwiki.org/tag/written/,Miscellaneous detailing related content
1741709609-974,https://www.detailingwiki.org/tag/tree-sap/,"The term tree sap refers to several different type of contaminants that, generally, originate from the same source: a plant and/or tree. The most common use of the term “tree sap” is used to describe the resin that can seep through the bark and fall onto surface underneath the tree. Tree sap is incorrectly also used to refer to the fluids excreted by aphids."
1741710146-1149,https://www.detailingwiki.org/tag/throw/,"For defect removal we need at least a polish, a pad and a polishing machine. In this article we describe the materials and reason why to use those materials in particular."
1741708311-358,https://www.detailingwiki.org/tag/wet-vac/,"A vacuum cleaner is a device that uses underpressure to suck in air via an attachment (hose). The sucked in air will pull debris and dirt with the in going air, which often ends up in a removable bag. The vacuum cleaner makes it possible to transport material without mechanical cleaning or the use of cleaning liquids."
1741708183-273,https://www.detailingwiki.org/tag/wheel-cleaner/,Articles related to decontamination
1741709046-741,https://www.detailingwiki.org/tag/valeting-videos/,Junkman2000 is the channel of enthusiast detailer: A.J. Johnson. The Youtube channel with 164 videos has a steady stream of followers ever since it beginning in 2006 with 34.992 subscribers. Junkman2000 has a rough viewing audience of 4.648.607 views.
1741710444-1196,https://www.detailingwiki.org/tag/tfr/,A traffic film is the term used to describe the fine layer of contaminants that cover a vehicle that has been used. The very film layer of contaminants lie on top of the car as a grey-ish film. Washing alone might not always be enough to fully remove this film.
1741711049-1531,https://www.detailingwiki.org/tag/stroke/,Articles related to correction
1741708188-289,https://www.detailingwiki.org/tag/wheel-brush/,"It is often asked on detailing fora and social media: “what is the best fabric protector or convertible roof protector”. Off course there is a difference between certain products and brands, but it is important to know what you are asking. In this guide I will try to explain what the problem is with this question unless it is asked more in-depth."
1741710984-1505,https://www.detailingwiki.org/tag/summer/,"Frost or ice on your windscreen can affect your ability to properly see your surroundings. Removing ice or frost from glass will increase not only your own safety, but also that of others. It can also be illegal to drive without proper visibility."
1741710878-1426,https://www.detailingwiki.org/tag/surface-imperfection/,"Rubbing polish is the act of using ones hand or skin to apply the polish to the surface by hand, and creating a moving effect in order to get a polishing effect on the surface underneath. The method can be compared to applying wax by hand."
1741709076-760,https://www.detailingwiki.org/tag/valeting/,IODETAIL is an England based online and offline shop that sells different brands including their own products. The website mentions that the walk-in shop is the largest in the Essex-area. Very little is known about the age and origin of the company.
1741709981-1108,https://www.detailingwiki.org/tag/tom/,Manufacturers of Detailing related products
1741710979-1501,https://www.detailingwiki.org/tag/summer-sun/,Guides to detailing
1741708165-266,https://www.detailingwiki.org/tag/wheel-woolies/,"Detailing brushes come in all types and sizes and can be used for several different tasks. In general, these are aimed at scrubbing but can sometimes also be used to reach an area that is difficult to reach with a microfiber towel."
1741708433-406,https://www.detailingwiki.org/tag/webshop/,Manufacturers of Detailing related products
1741708633-536,https://www.detailingwiki.org/tag/water/,"Condensation can affect how well you can look through the windscreen. It can be a nuisance that you might want to prevent or remove. Humidity is very relative and understanding this will help to handle, remove or prevent it."
1741711071-1548,https://www.detailingwiki.org/tag/stripping/,Articles related to correction
1741708907-679,https://www.detailingwiki.org/tag/vinegar/,"Paintwork gets cleaned very frequently, but tyres not so much. Everybody who knows the word “detailer” or “valeter” probably knows how to safely remove contaminants from the surface of a vehicle. Even when glass is dirty, you’ll quickly see the streaks and your fingers will be itching to reach for the glass cleaner. Most parts of a vehicles gets cleaned frequently, and we have all kinds of products that help us keep our cars/bikes looking sparkly clean."
1741709719-1019,https://www.detailingwiki.org/tag/trade-association/,Manufacturers of Detailing related products
1741710945-1487,https://www.detailingwiki.org/tag/supernatural-machine-stick/,"The Supernatural Machine Stick came into being for two reasons. The first was that we are always looking at cosmetics packaging because waxes are quite similar in nature, and if we can find a better way to package something we will."
1741710236-1161,https://www.detailingwiki.org/tag/thinner/,Articles related to decontamination
1741710773-1352,https://www.detailingwiki.org/tag/swiss-wax-swis-wax/,Manufacturers of Detailing related products
1741710940-1479,https://www.detailingwiki.org/tag/supplier/,Manufacturers of Detailing related products
1741710700-1313,https://www.detailingwiki.org/tag/t1/,Swissvax is a car-wax manufacturer based in Switzerland. They focus mainly on creating car wax with the highest standards with the best ingredients and actively support an exclusive feel about their brand and products.
1741710881-1434,https://www.detailingwiki.org/tag/surface-energy/,Miscellaneous detailing related content
1741707850-99,https://www.detailingwiki.org/tag/wool/,"When removing paint defects, like scratches or water spot etching, the Kevin Brown Method uses a Finishing Polish instead of the traditional heavy-cut compound. This is done via a combination with a microfiber polishing pad and a random orbital polisher."
1741709960-1105,https://www.detailingwiki.org/tag/tom-palancia/,"The IDA is the International Detailing Association, an American based association aimed at creating a standard for the detailing, valeting and car care industry by sharing information, networking between manufacturer, professionals and industry peers. IDA’s mission is stated as: Promoting the success and growth of the professional detailing community."
1741710548-1228,https://www.detailingwiki.org/tag/terminology/,Miscellaneous detailing related content
1741708661-560,https://www.detailingwiki.org/tag/washing-vehicle/,Wash related content
1741710538-1224,https://www.detailingwiki.org/tag/terpentine/,Articles related to decontamination
1741708608-522,https://www.detailingwiki.org/tag/water-free/,Manufacturers of Detailing related products
1741709274-862,https://www.detailingwiki.org/tag/ultimate/,Manufacturers of Detailing related products
1741710444-1195,https://www.detailingwiki.org/tag/tfr/,"Mold can be common in vehicles that have stood still for a long time, are often exposed to moisture or vehicles that are not cleaned often. Mold is not only unsightly but also dangerous for your health."
1741709076-756,https://www.detailingwiki.org/tag/valeting/,"DetailingWiki is a non-profit collection of writers and editors who aim to spread their knowledge and insight of the world of detailing. These articles are written by several different detailers and are added to the database. The main inspiration of the concept came from WikiPedia, the largest online encyclopedia in the world."
1741709101-778,https://www.detailingwiki.org/tag/vacuum-cleaner/,"A vacuum cleaner is a device that uses underpressure to suck in air via an attachment (hose). The sucked in air will pull debris and dirt with the in going air, which often ends up in a removable bag. The vacuum cleaner makes it possible to transport material without mechanical cleaning or the use of cleaning liquids."
1741707877-116,https://www.detailingwiki.org/tag/wonder-pad/,Miscellaneous detailing related content
1741708576-496,https://www.detailingwiki.org/tag/water-spritzing/,"For removing defects with the Kevin Brown Method we first apply a massive amount of the finishing polish on the pad and massage it in. This is to prime your pad properly, so that the product covers the hole face of the pad."
1741711124-1566,https://www.detailingwiki.org/tag/stp/,Manufacturers of Detailing related products
1741709660-989,https://www.detailingwiki.org/tag/transparent/,"Plexiglass/perspex is a very soft type of plastic (Polymethyl methacrylate) that is very rarely used. Just like glass or paintwork, it can suffer from surface imperfections. Swirls and scratches can be very visible because it is fully transparent."
1741710444-1189,https://www.detailingwiki.org/tag/tfr/,"A touchless wash is type of cleaning method that cleans via chemical cleaning, and doesn’t require any mechanical action. This method is popular for those we are afraid that contact with the surface might cause abrasive marks. Whether touchless washing gives the same results is still a popular topic for debate."
1741708633-532,https://www.detailingwiki.org/tag/water/,"Gumming can occur when polishing with not enough lubrication, to much heat and a clogged pad. It will show up as sticky residue marks on the paintwork. It is a general indication of an incorrect polishing technique. Ignoring this issue will negatively affect your polishing result."
1741709119-787,https://www.detailingwiki.org/tag/vaccuum/,"A vacuum cleaner is a device that uses underpressure to suck in air via an attachment (hose). The sucked in air will pull debris and dirt with the in going air, which often ends up in a removable bag. The vacuum cleaner makes it possible to transport material without mechanical cleaning or the use of cleaning liquids."
1741709875-1075,https://www.detailingwiki.org/tag/tooltip/,Miscellaneous detailing related content
1741708902-675,https://www.detailingwiki.org/tag/vinyl/,"Applying a wrap to a surface is not extremely difficult, but it needs practice and experience to do it properly. You need to able to see and feel what you have to do. Although the guide below does NOT contain everything you need to know, it can serve as a starting point. If you get better at it, you will slowly learn how to do a better job."
1741709562-957,https://www.detailingwiki.org/tag/troubleshooting/,Articles related to correction
1741709474-932,https://www.detailingwiki.org/tag/tuffer-buffer/,Manufacturers of Detailing related products
1741708870-659,https://www.detailingwiki.org/tag/volkswagen/,"Autosol is an American manufacturer of detailing products for various vehicles. A large portion focusses on automotive detailing products, but they also cater for industrial processes, marine, metal, motorcycles and home cleaning. The company is based in Austin, Texas and was founded in 2003."
